v1,v2,length
1,summers finally fancy chat flirt sexy singles yr area get matched reply summer free 2 join optout txt stop help08714742804,155
0,u sleeping going take haha got spys wat online checking n replying mails lor,95
1,claire havin borin time alone u wanna cum 2nite chat 09099725823 hope 2 c u luv claire xx callså£1minmoremobsemspobox45po139wa,151
0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,145
1,bought one ringtone getting texts costing 3 pound offering tones etc,81
0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowd,135
0,kinda first one gets twelve aah speak tomo,48
1,09066362231 urgent mobile 07xxxxxxxxx å£2000 bonus caller prize 020603 2nd attempt reach call 09066362231 asap,146
0,ok good later come find ì c lucky told ì go earlier later pple take finish ì,102
0,wat makes u thk ill fall actually thk im quite prone 2 falls lucky dad home ask come n fetch already,126
1,07801543489 guaranteed latests nokia phone 40gb ipod mp3 player å£500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18,150
0,account refilled successfully inr ltdecimalgt keralacircle prepaid account balance rs ltdecimalgt transaction id kr ltgt,158
0,wont touch permission,41
1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x callså£1minmobsmorelkpobox177hp51fl,158
0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,146
0,take small dose tablet fever,37
0,oh u must taken real valentine shopping first,59
0,sent email ûò address incomm right,72
0,gonna blakes night might able get little early,90
0,friendship game play word say doesnt start march ends may tomorrow yesterday today e,134
0,nice waitshould texting right im gonna pay ticket ya know,77
0,im watching lotr w sis dis aft u wan 2 meet 4 dinner nite,75
0,keeping away like,33
0,think far find check google maps place dorm,88
0,trip ok quite tiring lor uni starts today ok 4 cos im taking modules jus concentrating final yr project,143
0,always saying welp,32
0,im guy browsin compulsory,30
0,ok,2
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,146
0,sorry ill call later,20
0,add dont really care cant least get dude fuck hey money want,127
0,hello lover goes new job happy think wake slave send teasing kiss across sea,148
0,told number gautham,29
0,tell need investigate anywhere,50
0,ok juz receive,16
0,cant believe said many things morning really wanted say good morning love beautiful morning see library later,168
1,account credited 500 free text messages activate txt word credit 80488 tcs www80488biz,123
0,end might still vomit okay everything come,74
0,moneyas youmoney aint thinghow sha,67
0,everything weather keep extra warm cold nothing serious pls lots vitamin c,109
0,hey gals anyone u going e driving centre tmr,55
0,im always yahoo messenger send message ill get may send mobile mode sha ill get reply,152
0,im putting ready lttimegt,54
0,time n smile r two crucial things life sometimes time makes us forget smile sometimes someones smile makes us forget time gud noon,151
1,sms ac jsco energy high u may know 2channel 2day ur leadership skills r strong psychic reply ans wquestion end reply end jsco,145
0,hostbased idps linux systems,32
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,121
0,dawhats plan,23
0,ill ltgt ok,25
0,oh god im almost home,24
0,total video converter free download type google search,62
1,thanks vote sing along stars karaoke mobile free link reply sing,118
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,168
0,sounds like something someone testing would sayy,56
0,u love someone dont make love u much u love much dont want loved anyone except gud nit,143
0,peteis phone still jenny college leannewhat,84
0,oops sorry check dont mind picking tomo half eight station would ok,106
0,hey sweet wondering moment might come want send file someone wont go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss,444
0,hows champ leaving glasgow,35
0,kall bestcongrats,21
0,wonder youll get text,31
0,need come home give good lovin,48
1,brand new mobile music service live free music player arrive shortly install phone browse content top artists,154
0,shall ask one thing dont mistake,44
0,check wid corect speling ie sarcasm,35
1,urgent mobile awarded å£2000 bonus caller prize 10803 2nd attempt contact call 08714719523 box95qu bt national rate,151
0,angry happen dear,38
0,thk u dun haf 2 hint e forum already lor cos told ron n darren going 2 tell shuhui,92
0,yup ok thanx,12
0,hicts employee,26
0,pls pls find aunt nike,31
0,wow love sooo much know barely stand wonder day goes well love think miss,142
0,screaming means shouting,27
0,hey happen de alright,34
0,picked receipt something earlier,54
0,think chennai well settled,28
0,oh dang didnt mean send lol,43
0,unfortunately ive found pick sister airport evening dont think ill going try go one th,168
0,horrible bf v hungry,26
0,remember day,20
1,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,143
0,hows feel mr real valentine yo valentine even tho u hardly play,86
0,sounds good fingers makes difficult type,51
0,midnight earliest,24
0,youre sure im trying make xavier smoke dont want smoke told smoke much,117
0,k come nordstrom youre done,35
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams,199
0,press conference da,23
1,hello orange 1 months free access games news sport plus 10 free texts 20 photo messages reply yes terms apply wwworangecoukow,145
0,completed degree use joining finance,57
0,good afternoon love job prospects missing lazy bleak hmmm happy filled love,147
0,shant disturb u anymore jia,31
0,bishan lar nearer need buy early cos buy gotta park car,73
0,dont know oh,23
0,dude sux snake got old raiden got buff,49
0,says hi get ass back south tampa preferably kegger,73
0,e msg jus u said thanks gift,39
0,u,5
0,ok dear call chechi,35
0,yeah totes u wanna,29
0,ok found dis pierre cardin one looks normal costs 20 sale,72
0,good sleep rhythm person establish rhythm body learn use want know,122
0,wat r u,13
0,message truro hospital ext phone phone side,94
0,single line big meaning miss anything 4 ur best life,63
0,got gas money chance gang want go grand nature adventure,90
0,dnt worryuse ice pieces cloth packalso take 2 tablets,58
0,dude saw parked car sunroof popped sux,57
0,get ready put excellent sub face,44
0,tmrw im finishing 9 doors,25
0,ltgt g saw days ago guy wants sell wifi ltgt 3g ltgt thats blanked,124
0,late,28
0,whatever im pretty pissed,29
0,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy,153
0,dont much image class,36
0,noi got rumour going buy apartment chennai,57
0,near kalainar tv officethenampet,32
1,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl,137
1,sms auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hgsuite3422lands roww1j6hl,141
0,sis catching e show e afternoon im watching w c u wan 2 watch today tmr lor,101
0,sounds gd haha wah u yan jiu fast liao,45
0,nosy guess idk reacting im freaked,58
0,remember hurt days satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get,180
0,make girl happy difficult make girls happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam,478
0,princess bet brothas chasing,58
0,shall book chez jules half eight thats ok,59
0,hhahhaahahah rofl wtf nig leonardo room something,64
0,yep dereks house see sunday lt3,42
0,cool let know kicks around ltgt ill day,83
0,sorry ill call later,20
0,wondering would okay call uncle john let know things nigeria r ltgt dollars 2years sent know strain plan pay back every dime gives every dime expect anything practical something like,329
0,charges transfer charges withdraw anyhow like,86
0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,152
0,4 lets go bill millers,28
0,love set soul fire spark flame big rawring flame xoxo,100
0,somewhr someone surely made 4 u god decided perfect time make u meet dat person till den enjoy ur crushes,129
0,thats honeymoon outfit,26
0,help propose going back tomorrow,52
1,private 2003 account statement shows 800 unredeemed points call 08719899230 identifier code 41685 expires 071104,127
0,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning,145
0,pls confirm time collect cheque,42
1,registered subscriber yr draw 4 å£100 gift voucher b entered receipt correct ans next olympics txt ans 80062,144
1,urgent mobile number awarded å£2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm,140
0,daddy take good care,33
0,yeah probably still gotta check leo,46
0,kthen special,23
0,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass,125
0,ok pa nothing problem,21
0,heard job im going wildlife talk tonight u want2come that2worzels wizzle whatever,138
0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend 4u,125
0,came hostel,23
0,ok prob ill come lunch,36
0,jus telling u dat ill b leaving 4 shanghai 21st instead well haf time 2 meet cya,94
0,freezing home yet remember kiss mom morning love think missing yet,146
0,ready big day tomorrow,35
0,ill probably around mu lot,31
0,645,3
1,rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credits redeemable wwwringtonekingcouk enjoy,140
0,thnx dude u guys 2nite,26
0,sef dey laugh meanwhile hows darling anjie,52
0,mm food da,28
0,k makes sense btw carlos difficult guys gonna smoke go pick second batch get gas,119
0,u download fring app,28
0,2 oz guy kinda flaky one friend interested picking ltgt worth tonight possible,109
0,friends u stay fb chat,39
0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,137
0,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte,132
1,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599,129
0,ah well confuses things doesnû÷t,41
1,500 free text msgs text ok 80488 well credit account,69
0,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply,150
0,dear ok,23
1,selected stay 1 250 top british hotels nothing holiday worth å£350 claim call london 02072069400 bx 526 sw73ss,141
0,yes princess want make happy,37
0,sounds like many talents would like go dinner date next week,81
0,going film 2day da 6pm sorry da,42
0,watching movie already xy wants 2 shop im shopping w,70
0,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss,148
0,yesterday going home,45
1,eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p,152
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared,152
